Rank,Journal Name,Abbreviated Journal,Publisher,JIF,5-Year JIF,JIF Without Self-Cites,JCI,JIF Quartile,Category,ISSN,eISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF Rank
21528,Du,DU-Z KULTUR,DU VERLAG,<0.1,<0.1,<0.1,0.02,N/A,,0012-6837,0012-6837,6,25,25,N/A,N/A,N/A
21528,Estudios del Habitat,ESTUD HABITAT,"UNIV NACL LA PLATA, FAC ARQUITECTURA & URBANISMO",<0.1,0.1,<0.1,0.02,N/A,ARCHITECTURE|N/A|N/A,0328-929X,2422-6483,16,12,12,N/A,13.7,N/A
21528,Estudios Socioterritoriales,ESTUD SOCIOTERRITORI,"UNIV NACL CENTRO PROVINCIA BUENOS AIRES, CENTRO INVESTIGACIONES GEOGRAFICA",<0.1,0.1,<0.1,0.02,Q4,GEOGRAPHY|Q4|155/171,1515-6206,1853-4392,39,16,16,N/A,11.4,169/173
21528,Filigrane-Revue de Psychanalyse,FILIGRANE,REVUE SANTE MENTALE QUEBEC,<0.1,<0.1,<0.1,0.02,Q4,,1192-1412,1911-4656,8,11,11,N/A,21.5,22/22
21528,Frontiers of Literary Studies in China,FRONT LIT STUD CHINA,HIGHER EDUCATION PRESS,<0.1,<0.1,<0.1,0.02,N/A,LITERATURE|N/A|N/A,1673-7318,1673-7423,44,22,23,N/A,26.2,N/A
21528,Global & Local Economic Review,GLOB LOCAL ECON REV,EDIZIONI TRACCE,<0.1,0.1,<0.1,0.02,Q4,ECONOMICS|Q4|595/597,1722-4241,1974-5125,11,0,0,N/A,N/A,612/617
21528,Hilo de la Fabula,HILO FABULA,"UNIV NAC LITORAL, FAC HUMANIDADES & CIENCIAS",<0.1,<0.1,<0.1,0.02,N/A,LITERATURE|N/A|N/A,1667-7900,2362-5651,7,12,12,N/A,13.8,N/A
21528,Imagen Diagnostica,IMAGEN DIAGN,ASOC CATALANA TECNICOS ESPECIALISTAS & DIAGNOSTICO IMAGEN-ACTEDI,<0.1,<0.1,<0.1,0.02,Q4,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q4|201/204",2171-3669,2171-9705,12,0,0,N/A,N/A,212/212
21528,Imago-Revista de Emblematica y Cultura Visual,IMAGO-REV EMBLEM CUL,PUBLICACIONES UNIV VALENCIA,<0.1,0.1,<0.1,0.02,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",2171-0147,2254-9633,15,7,7,N/A,23.5,N/A
21528,International Journal of Ecology & Development,INT J ECOL DEV,CENTRE ENVIRONMENT SOCIAL & ECONOMIC RESEARCH PUBL-CESER,<0.1,0.1,<0.1,0.02,Q4,ECOLOGY|Q4|192/195,0972-9984,0973-7308,66,10,10,N/A,15.7,200/200
21528,Iride-Filosofia e Discussione Pubblica,IRIDE,SOC ED IL MULINO,<0.1,0.1,<0.1,0.02,N/A,PHILOSOPHY|N/A|N/A,1122-7893,1122-7893,38,39,39,N/A,13.6,N/A
21528,Journal fur Kardiologie,J KARDIOL,KRAUSE & PACHERNEGG GMBH,<0.1,0.1,<0.1,0.02,Q4,CARDIAC & CARDIOVASCULAR SYSTEMS|Q4|211/220,1024-0098,1680-936X,21,22,22,N/A,4.8,228/230
21528,Journal of the Egyptian Ophthalmological Society,J EGYPT OPHTHALMOL,WOLTERS KLUWER MEDKNOW PUBLICATIONS,<0.1,0.1,<0.1,0.02,Q4,OPHTHALMOLOGY|Q4|93/95,2090-0686,2314-6648,27,16,38,N/A,9.2,97/98
21528,Kuwait Medical Journal,KUWAIT MED J,KUWAIT MEDICAL ASSOC,<0.1,0.1,<0.1,0.02,Q4,"MEDICINE, GENERAL & INTERNAL|Q4|300/325",1607-8047,0023-5776,135,35,39,15.1,11.0,326/332
21528,Lingua Montenegrina,LING MONTENEGRINA,INST MONTENEGRIN LANGUAGE & LITERATURE,<0.1,<0.1,<0.1,0.02,N/A,LANGUAGE & LINGUISTICS|N/A|N/A,1800-7007,1800-7007,22,44,44,N/A,18.3,N/A
21528,LINGUA NOSTRA,LINGUA NOSTRA,CASA EDITRICE G C SANSONI SPA,<0.1,<0.1,<0.1,0.02,N/A,LANGUAGE & LINGUISTICS|N/A|N/A,0024-3868,N/A,28,5,5,N/A,91.7,N/A
21528,Linguas e Instrumentos Linguisticos,LING INSTRUM LINGUIS,"RG EDITORA, UNIV ESTADUAL CAMPINAS-UNICAMP",<0.1,0.1,<0.1,0.02,N/A,LANGUAGE & LINGUISTICS|N/A|N/A,1519-4906,1519-4906,35,16,16,N/A,12.8,N/A
21528,Lusotopie,LUSOTOPIE,Lusotopie,<0.1,0.2,<0.1,0.02,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",1257-0273,1768-3084,76,14,14,N/A,15.9,N/A
21528,Nouvelle Revue du Travail,NOUV REV TRAV,NOUVELLE REVUE TRAVAIL,<0.1,0.1,<0.1,0.02,Q4,INDUSTRIAL RELATIONS & LABOR|Q4|49/49,2263-8989,2263-8989,19,0,0,N/A,N/A,51/52
21528,Politica & Societa,POLITI SOC,SOC ED IL MULINO,<0.1,<0.1,<0.1,0.02,Q4,POLITICAL SCIENCE|Q4|311/317,2240-7901,2240-7901,27,17,17,N/A,14.2,313/322
21528,QUEENS QUARTERLY,QUEENS QUART,QUEENS QUARTERLY,<0.1,<0.1,<0.1,0.02,N/A,LITERARY REVIEWS|N/A|N/A,0033-6041,0033-6041,36,16,16,N/A,N/A,N/A
21528,Recent Period Turkish Studies-Yakin Donem Turkiye Arastirmalari,RECENT PER TURK STUD,ISTANBUL UNIV,<0.1,N/A,<0.1,0.02,Q4,HISTORY|Q3|327/518,1304-9720,2547-9679,0,27,27,N/A,20.5,479/538
21528,Revista Academica da Faculdade de Direito do Recife,REV ACAD FAC DIR REC,UNIV FED PERNAMBUCO,<0.1,<0.1,<0.1,0.02,Q4,LAW|Q4|403/421,1980-3087,2448-2307,3,19,20,N/A,9.6,412/434
21528,Revista de Investigacion sobre Flamenco-La Madruga,REV INVESTIG FLAMENC,UNIV MURCIA,<0.1,0.1,<0.1,0.02,N/A,MUSIC|N/A|N/A,1989-6042,1989-6042,23,6,6,N/A,N/A,N/A
21528,Revista de Salud Publica-Cordoba,REV SALUD PUBLICA-CO,"UNIV NAC CORDOBA, ESCUELA SALUD PUBLICA",<0.1,0.1,<0.1,0.02,Q4,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q4|402/403",1853-1180,1852-9429,22,20,20,N/A,7.0,419/419
21528,Revista Direito Ambiental e Sociedade,REV DIREITO AMBIENT,"UNIV CAXIAS SUL, CENTRO CIENCIAS COMUNICACAO",<0.1,<0.1,<0.1,0.02,Q4,,2316-8218,2237-0021,15,25,25,N/A,11.7,412/434
21528,Revista Evidenciacao Contabil & Financas,REV EVIDENCIACAO CON,UNIV FEDERAL PARAIBA,<0.1,0.1,<0.1,0.02,Q4,"BUSINESS, FINANCE|Q4|216/231",2318-1001,2318-1001,20,0,0,N/A,N/A,239/241
21528,Revista Formacao Online,REV FORM ONLINE,UNIV ESTADUAL PAULISTA JULIO MESQUITA FILHO,<0.1,<0.1,<0.1,0.02,Q4,GEOGRAPHY|Q4|155/171,2178-7298,1517-543X,10,12,12,N/A,12.4,169/173
21528,Revista Geoaraguaia,REV GEOARAGUAIA,UNIV FEDERAL MATO GROSSO,<0.1,<0.1,<0.1,0.02,Q4,GEOGRAPHY|Q4|147/171,1809-094X,2236-9716,13,52,53,N/A,10.5,169/173
21528,Revue Interventions Economiques-Papers in Political Economy,REV INTERV ECON,REVUES ORG,<0.1,0.2,<0.1,0.02,Q4,,0715-3570,1710-7377,50,23,23,N/A,6.4,612/617
21528,RICERCHE DI STORIA DELL ARTE,RIC STOR ARTE,NUOVA ITALIA SCIENTIFICA SPA,<0.1,<0.1,<0.1,0.02,N/A,ART|N/A|N/A,0392-7202,0392-7202,29,17,17,N/A,36.4,N/A
21528,S&F-Scienzaefilosofia it,S F-SCIENZAEFILOSOFI,S&F SCIENZAEFILOSOFIA IT,<0.1,<0.1,<0.1,0.02,Q4,HISTORY & PHILOSOPHY OF SCIENCE|Q4|96/104,2036-2927,2036-2927,5,32,32,N/A,17.6,109/112
21528,South African Actuarial Journal,S AFR ACTUAR J,ACTUARIAL SOC SOUTH AFRICA-ASSA,<0.1,0.1,<0.1,0.02,Q4,"BUSINESS, FINANCE|Q4|229/231",1680-2179,1680-2179,14,0,0,N/A,N/A,239/241
21528,Sprache & Sprachen,SPRACHE SPRACHEN,GESELLSCHAFT SPRACHE & SPRACHEN GESUS EV,<0.1,<0.1,<0.1,0.02,N/A,LANGUAGE & LINGUISTICS|N/A|N/A,0934-6813,2199-6016,1,0,0,N/A,N/A,N/A
21528,STUDI PIEMONTESI,STUD PIEMONTESI,CENT STUD PIEMONTESI,<0.1,<0.1,<0.1,0.02,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",0392-7261,N/A,20,22,22,N/A,33.0,N/A
21528,Tangence,TANGENCE,PRESSES UNIV QUEBEC,<0.1,0.1,<0.1,0.02,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",1189-4563,1710-0305,21,16,16,N/A,26.8,N/A
21528,Therapeutic Communities,THER COMMUNITIES,EMERALD GROUP PUBLISHING LTD,<0.1,0.1,<0.1,0.02,Q4,SUBSTANCE ABUSE|Q4|55/55,0964-1866,2052-4730,95,2,2,N/A,N/A,58/58
21528,Trans-pasando Fronteras,TRANS-PASANDO FRONT,UNIV ICESI,<0.1,<0.1,<0.1,0.02,Q4,,2248-7212,2322-9152,7,5,6,N/A,7.6,261/271
21528,Vox Juris,VOX JURIS,"UNIV SAN MARTIN PORRES, FONDO EDITORIAL",<0.1,0.1,<0.1,0.02,Q4,LAW|Q4|403/421,1812-6804,2521-5280,19,12,13,N/A,9.9,412/434
21528,Zaporozhye Medical Journal,ZAPOROZHYE MED J,ZAPORIZHZHYA STATE MEDICAL UNIV,<0.1,0.1,<0.1,0.02,Q4,"MEDICINE, GENERAL & INTERNAL|Q4|300/325",2306-4145,2310-1210,58,59,78,N/A,4.4,326/332
21528,Zbornik Matice Srpske za Slavistiku-Matica Srpska Journal of Slavic Studies,ZB MATICE SRP SLAV,MATICA SRPSKA,<0.1,<0.1,<0.1,0.02,N/A,LANGUAGE & LINGUISTICS|N/A|N/A,0352-5007,0352-5007,5,45,45,N/A,22.2,N/A
21528,Abakos,ABAKOS,PONTIFICIA UNIV CATOLICA MINAS GERAIS,<0.1,<0.1,<0.1,0.01,Q4,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q4|134/135",2316-9451,2316-9451,9,11,11,N/A,10.3,135/136
21528,Aedos-Revista do Corpo Discente do Programa de Pos-Graduacao em Historia da UFRGS,AEDOS,"UNIV FEDERAL RIO GRANDE SUL, PROGRAMA POS-GRADUACAO & HISTORIA",<0.1,<0.1,<0.1,0.01,Q4,HISTORY|Q4|450/518,1984-5634,1984-5634,17,129,129,N/A,17.0,479/538
21528,Agroindustria Sociedad y Ambiente ASA,AGROIND SOC AMBIENT,UNIV CENTROOCCIDENTAL LISANDRO ALVARADO,<0.1,<0.1,<0.1,0.01,Q4,"AGRICULTURE, MULTIDISCIPLINARY|Q4|88/89",2343-6115,2343-6115,4,16,16,N/A,6.4,94/94
21528,Anacronismo e Irrupcion,ANACRONISMO IRRUPCIO,UNIV BUENOS AIRES,<0.1,0.1,<0.1,0.01,Q4,POLITICAL SCIENCE|Q4|289/317,2250-4982,2250-4982,23,21,21,N/A,15.8,313/322
21528,Anales de la Facultad de Medicina-Universidad de la Republica Uruguay,AN FAC MED-UNIV REPU,"UNIV REPUBLICA, FAC MEDICINA",<0.1,0.1,<0.1,0.01,Q4,"MEDICINE, GENERAL & INTERNAL|Q4|320/325",2301-1254,2301-1254,11,32,32,N/A,9.2,326/332
21528,Anil Aggrawals Internet Journal of Forensic Medicine and Toxicology,ANIL AGGRAWALS INTER,ANIL AGGRAWALS INTERNET JOURNAL FORENSIC MEDICINE & TOXICOLOGY,<0.1,<0.1,<0.1,0.01,Q4,"MEDICINE, GENERAL & INTERNAL|Q4|320/325",0972-8066,0972-8074,13,2,2,N/A,N/A,326/332
21528,ARCHIV FUR DAS STUDIUM DER NEUEREN SPRACHEN UND LITERATUREN,ARCH STUD NEUE SPR,ERICH SCHMIDT VERLAG,<0.1,<0.1,<0.1,0.01,N/A,LITERATURE|N/A|N/A,0003-8970,1866-5381,35,19,19,N/A,35.2,N/A
21528,Arquivo Maaravi-Revista Digital de Estudos Judaicos da UFMG,ARQ MAARAVI,"UNIV FEDERAL MINAS GERAIS-UFMG, FAC CIENCIAS ECONOMICAS",<0.1,<0.1,<0.1,0.01,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",1982-3053,1982-3053,3,17,17,N/A,24.1,N/A
21528,Asian Case Research Journal,ASIAN CASE RES J,WORLD SCIENTIFIC PUBL CO PTE LTD,<0.1,0.1,<0.1,0.01,Q4,BUSINESS|Q4|295/302,0218-9275,1793-6772,19,20,20,N/A,5.6,316/316
21528,Augenheilkunde Up2date,AUGENHEILKUND UP2DAT,GEORG THIEME VERLAG KG,<0.1,0.1,<0.1,0.01,Q4,OPHTHALMOLOGY|Q4|95/95,1616-9719,1616-9735,11,22,22,N/A,8.2,97/98
21528,Austrian Journal of Clinical Endocrinology and Metabolism,AUST J CLIN ENDOCR M,SPRINGER WIEN,<0.1,0.1,<0.1,0.01,Q4,ENDOCRINOLOGY & METABOLISM|Q4|185/186,1998-7773,1998-7781,8,0,0,N/A,N/A,190/191
21528,Boletin del grupo espanol del carbon,BOL GRUPO ESP CARBON,GRUPO ESPANOL CARBON,<0.1,0.2,<0.1,0.01,Q4,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q4|438/438",2172-6094,2172-6094,24,3,3,N/A,3.4,460/460
21528,Ciudad Paz-Ando,CIUDAD PAZ-ANDO,UNIV DISTRITAL FRANCISCO JOSE CALDAS,<0.1,0.1,<0.1,0.01,Q4,POLITICAL SCIENCE|Q4|289/317,2011-5253,2422-278X,23,8,8,N/A,8.2,313/322
21528,Cultura Cientifica,CULT CIENT,FUNDACION UNIV JUAN CASTELLANOS,<0.1,0.1,<0.1,0.01,Q4,MULTIDISCIPLINARY SCIENCES|Q4|122/134,1657-463X,2389-9638,9,0,0,N/A,N/A,134/135
21528,Czech-Polish Historical and Pedagogical Journal,CZECH-POL HIST PEDAG,"MASARYK UNIV, FAC EDUCATION",<0.1,<0.1,<0.1,0.01,Q4,EDUCATION & EDUCATIONAL RESEARCH|Q4|739/756,1803-6546,2336-1654,10,0,0,N/A,N/A,738/756
21528,Dalhousie Journal of Interdisciplinary Management,DALHOUS J INTERDISCI,"DALHOUSIE UNIV, FAC MANAGEMENT",<0.1,0.2,<0.1,0.01,Q4,MANAGEMENT|Q4|383/401,N/A,1923-6530,34,2,2,N/A,N/A,414/420
21528,Debates,DEBATES,PROGRAMA POS-GRADUACAO MUSICA-PPGM,<0.1,0.1,<0.1,0.01,N/A,MUSIC|N/A|N/A,1414-7939,2359-1056,52,13,13,N/A,17.3,N/A
21528,dObras,DOBRAS,ASSOC BRASILEIRA ESTUDOS & PESQUISAS MODA,<0.1,<0.1,<0.1,0.01,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",2358-0003,1982-0313,14,60,61,N/A,13.4,N/A
21528,E-Scrita-Revista do Curso de Letras da UNIABEU,E-SCRITA,CENTRO UNIV UNIABEU,<0.1,<0.1,<0.1,0.01,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",2177-6288,2177-6288,4,51,51,N/A,14.2,N/A
21528,ECOS-Estudos Contemporaneos da Subjetividade,ECOS-ESTUD CONTEMP S,"UNIV FEDERAL FLUMINENSE, INST CIENCIAS SOCIEDADE & DESENVOLVIMENTO REGIONAL",<0.1,<0.1,<0.1,0.01,Q4,"PSYCHOLOGY, MULTIDISCIPLINARY|Q4|216/218",2237-941X,2237-941X,9,25,25,N/A,13.7,219/221
21528,Eptic,EPTIC,UNIV FEDERAL SERGIPE,<0.1,0.1,<0.1,0.01,Q4,ECONOMICS|Q4|585/597,1518-2487,1518-2487,32,26,26,N/A,9.8,612/617
21528,Etudes Episteme,ETUDES EPISTEM,INST MONDE ANGLOPHONE,<0.1,0.1,<0.1,0.01,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",1634-0450,1634-0450,27,30,30,N/A,43.3,N/A
21528,Festival dell Architettura Magazine,FESTIV ARCHIT MAG,FESTIVAL ARCHITETTURA EDIZIONI,<0.1,<0.1,<0.1,0.01,N/A,ARCHITECTURE|N/A|N/A,2039-0491,2039-0491,8,8,8,N/A,20.7,N/A
21528,Geograficidade,GEOGRAFICIDADE,UNIV FEDERAL FLUMINENSE,<0.1,0.1,<0.1,0.01,Q4,GEOGRAPHY|Q4|169/171,2238-0205,2238-0205,25,0,0,N/A,N/A,169/173
21528,Informationen aus Orthodontie und Kieferorthopaedie,INF ORTHOD KIEFEROR,GEORG THIEME VERLAG KG,<0.1,<0.1,<0.1,0.01,Q4,"DENTISTRY, ORAL SURGERY & MEDICINE|Q4|156/157",0020-0336,1439-4200,23,26,27,N/A,9.8,161/162
21528,Informes Cientificos y Tecnicos,INF CIENTIF TECN,UNIV NAC PATAGONIA AUSTRAL,<0.1,0.1,<0.1,0.01,Q4,MULTIDISCIPLINARY SCIENCES|Q4|133/134,1852-4516,1852-4516,33,20,20,N/A,11.9,134/135
21528,Journal fur Hypertonie,J HYPERTON,KRAUSE & PACHERNEGG GMBH,<0.1,<0.1,<0.1,0.01,Q4,CARDIAC & CARDIOVASCULAR SYSTEMS|Q4|217/220,1028-2327,1680-9378,3,3,3,N/A,N/A,228/230
21528,Journal of Candido Tostes Dairy Institute,J CANDIDO TOSTES DAI,INST LATICINIOS CANDIDO TOSTES,<0.1,0.1,<0.1,0.01,Q4,"AGRICULTURE, DAIRY & ANIMAL SCIENCE|Q4|80/80",0100-3674,2238-6416,50,4,5,N/A,6.3,86/86
21528,Journal of the Pancreas,J PANCREAS,E S BURIONI RICERCHE BIBLIOGRAFICHE,<0.1,0.1,<0.1,0.01,Q4,GASTROENTEROLOGY & HEPATOLOGY|Q4|142/143,1590-8577,1590-8577,668,12,17,13.6,6.3,147/147
21528,Laboratorio de Arte,LAB ARTE,"UNIV SEVILLA, EDITORIAL",<0.1,0.1,<0.1,0.01,N/A,ART|N/A|N/A,1130-5762,2253-8305,56,27,27,N/A,20.1,N/A
21528,Lebenswelt-Aesthetics and Philosophy of Experience,LEBENSWELT,Milano University Press,<0.1,<0.1,<0.1,0.01,N/A,PHILOSOPHY|N/A|N/A,2240-9599,2240-9599,24,0,0,N/A,N/A,N/A
21528,Limite-Revista de Filosofia y Psicologia,LTE-REV INTERDISCIP,"UNIV TARAPACA, DEPT FILOSOFIA & PSICOLOGIA",<0.1,<0.1,<0.1,0.01,Q4,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|257/263",0718-1361,0718-5065,20,14,14,N/A,10.3,261/271
21528,Linguas & Letras,LINGUAS LET,UNIV ESTADUAL OESTE PARANA-UNIOESTE,<0.1,<0.1,<0.1,0.01,N/A,LANGUAGE & LINGUISTICS|N/A|N/A,1517-7238,1981-4755,10,25,25,N/A,16.1,N/A
21528,Marg-A Magazine of the Arts,MARG-MAG ARTS,MARG FOUNDATION,<0.1,<0.1,<0.1,0.01,N/A,,0972-1444,N/A,29,0,0,N/A,N/A,N/A
21528,MUSIK UND KIRCHE,MUSIK KIRCHE,BARENREITER-VERLAG,<0.1,<0.1,<0.1,0.01,N/A,MUSIC|N/A|N/A,0027-4771,2568-3128,5,34,34,N/A,29.1,N/A
21528,Navus-Revista de Gestao e Tecnologia,NAVUS-REV GEST TECNO,CENTRO UNIV SENAC,<0.1,0.1,<0.1,0.01,Q4,MANAGEMENT|Q4|392/401,2237-4558,2237-4558,57,35,36,N/A,7.7,414/420
21528,New Proposals-Journal of Marxism and Interdisciplinary Inquiry,NEW PROPOS,NEW PROPOSALS PUBLISHING SOC,<0.1,0.4,<0.1,0.01,Q4,POLITICAL SCIENCE|Q4|289/317,1715-6718,1715-6718,35,7,7,N/A,16.8,313/322
21528,Nodo,NODO,UNIV ANTONIO NARINO,<0.1,0.1,<0.1,0.01,Q4,URBAN STUDIES|Q4|72/77,1909-3888,2346-092X,17,12,12,N/A,20.7,76/76
21528,Numen-Revista de Estudos e Pesquisa da Religiao,NUMEN-REV ESTUD PESQ,"UNIV FEDERAL JUIZ FORA, INST CIENCIAS HUMANAS",<0.1,<0.1,<0.1,0.01,N/A,RELIGION|N/A|N/A,1516-1021,2236-6296,28,16,16,N/A,14.2,N/A
21528,Periferia,PERIFERIA-BRAZIL,UNIV ESTADO RIO DE JANEIRO,<0.1,0.1,<0.1,0.01,Q4,EDUCATION & EDUCATIONAL RESEARCH|Q4|739/756,N/A,1984-9540,28,62,63,N/A,13.4,738/756
21528,Philological Class,PHILOL CL,URAL STATE PEDAGOGICAL UNIV,<0.1,<0.1,<0.1,0.01,Q4,EDUCATION & EDUCATIONAL RESEARCH|Q4|739/756,2071-2405,2071-2405,38,78,80,N/A,16.0,738/756
21528,PHILOSOPHISCHE RUNDSCHAU,PHILOS RUNDSCH,J C B MOHR,<0.1,<0.1,<0.1,0.01,N/A,PHILOSOPHY|N/A|N/A,0031-8159,1868-7261,27,12,12,N/A,22.0,N/A
21528,Psychoterapia,PSYCHOTERAPIA,POLISH PSYCHIATRIC ASSOC,<0.1,0.1,<0.1,0.01,Q4,PSYCHIATRY|Q4|275/276,0239-4170,2391-5862,36,10,10,N/A,12.7,286/288
21528,Revista Administracao em Dialogo,REV ADM DIALOGO,PONTIFICIA UNIV CATOLICA SAO PAULO-PUC-SP,<0.1,<0.1,<0.1,0.01,Q4,MANAGEMENT|Q4|383/401,2178-0080,2178-0080,19,5,5,N/A,8.0,414/420
21528,Revista Artemis,REV ARTEMIS,UNIV FEDERAL PARAIBA,<0.1,0.1,<0.1,0.01,Q4,WOMENS STUDIES|Q4|64/66,2316-5251,1807-8214,30,18,18,N/A,9.6,68/70
21528,Revista Brasileira de Historia & Ciencias Sociais,REV BRAS HIST CIENC,UNIV VALE DORIO SINOS-UNISINOS,<0.1,<0.1,<0.1,0.01,Q4,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|257/263",2175-3423,2175-3423,28,51,51,N/A,19.5,261/271
21528,Revista Cientifica Hermes,REV CIENT HERMES,FAC INST PAULISTA ENSINO-FIPEN,<0.1,<0.1,<0.1,0.01,Q4,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|257/263",2175-0556,2175-0556,12,13,13,N/A,12.4,261/271
21528,Revista Colombiana de Filosofia de la Ciencia,REV COLOMB FILOS CIE,UNIV EL BOSQUE,<0.1,0.1,<0.1,0.01,Q4,HISTORY & PHILOSOPHY OF SCIENCE|Q4|96/104,0124-4620,2463-1159,15,7,7,N/A,18.8,109/112
21528,Revista Contemporanea de Educacao,REV CONTEMP EDUC,"Univ Federal Rio de Janeiro, Fac Educacao",<0.1,0.1,<0.1,0.01,Q4,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,1809-5747,1809-5747,32,6,6,N/A,11.0,738/756
21528,Revista Cooperativismo y Desarrollo-COODES,REV COOP DESARRO-COO,UNIV PINAR RIO HERMANOS SAIZ MONTES OCA,<0.1,<0.1,<0.1,0.01,Q4,DEVELOPMENT STUDIES|Q4|63/63,2310-340X,2310-340X,7,34,34,N/A,4.8,65/65
21528,Revista de Letras Norte@mentos,REV LET NORTEAMENTOS,UNIV ESTADO MATO GROSSO,<0.1,<0.1,<0.1,0.01,N/A,LANGUAGE & LINGUISTICS|N/A|N/A,1983-8018,1983-8018,2,70,70,N/A,15.9,N/A
21528,Revista Educacao e Linguagens,REV EDUC LING,"UNIV ESTADUAL PARANA, ESCOLA MUSICA & BELAS ARTES PARANA",<0.1,<0.1,<0.1,0.01,Q4,EDUCATION & EDUCATIONAL RESEARCH|Q4|739/756,2238-6084,2238-6084,6,31,31,N/A,13.8,738/756
21528,Revista ENIAC Pesquisa,REV ENIAC PESQ,FAC ENIAC,<0.1,<0.1,<0.1,0.01,Q4,MANAGEMENT|Q4|383/401,2316-2341,2316-2341,6,15,15,N/A,10.5,414/420
21528,Revista Olhres,REV OLHARES,"UNIV FED SAO PAULO, DEPT EDUCATION",<0.1,0.1,<0.1,0.01,Q4,EDUCATION & EDUCATIONAL RESEARCH|Q4|739/756,2317-7853,2317-7853,10,39,39,N/A,8.9,738/756
21528,Revista Pegada,REV PEGADA,"UNIV ESTADUAL PAULISTA JULIO MESQUITA FILHO, FAC CIENCIAS & TECNOLOGIA",<0.1,<0.1,<0.1,0.01,Q4,,1676-1871,1676-3025,14,21,21,N/A,10.7,51/52
21528,REVUE INTERNATIONALE DE PHILOSOPHIE,REV INT PHILOS,REVUE INT PHILOSOPHIE,<0.1,0.1,<0.1,0.01,N/A,PHILOSOPHY|N/A|N/A,0048-8143,2033-0138,267,26,27,28.5,24.9,N/A
21528,RqR Enfermeria Comunitaria,RQR ENFERM COMUNITAR,SEAPA,<0.1,0.1,<0.1,0.01,Q4,,2253-9832,2254-8270,13,9,9,N/A,9.3,192/192
21528,Scientific Chronicles,SCI CHRON,TZANEIO GENERAL HOSPITAL,<0.1,<0.1,<0.1,0.01,Q4,"MEDICINE, GENERAL & INTERNAL|Q4|320/325",1791-1362,2241-1666,11,13,27,N/A,11.4,326/332
21528,STORIA DELL ARTE,STORIA ARTE,LUCA EDITORI ARTE ROMA,<0.1,<0.1,<0.1,0.01,N/A,ART|N/A|N/A,0392-4513,N/A,45,0,0,N/A,N/A,N/A
21528,SURFACE COATINGS INTERNATIONAL,SURF COAT INT,OIL & COLOUR CHEMISTS ASSOC,<0.1,0.1,<0.1,0.01,Q4,"MATERIALS SCIENCE, COATINGS & FILMS|Q4|23/23",1754-0925,N/A,147,12,12,21.9,N/A,23/23
21528,Yakut Medical Journal,YAKUT MED J,RUSSIAN ACAD SCIENCES SIBERIAN BRANCH,<0.1,<0.1,<0.1,0.01,Q4,"MEDICINE, RESEARCH & EXPERIMENTAL|Q4|188/189",1813-1905,2312-1017,26,45,45,N/A,5.5,195/195
21528,ACTA PSIQUIATRICA Y PSICOLOGICA DE AMERICA LATINA,ACTA PSIQUIAT PSICOL,FUNDACION ACTA,<0.1,0.1,<0.1,0.00,Q4,,0001-6896,N/A,40,3,5,N/A,15.7,286/288
21528,Aitia-Regards sur la Culture Hellenistique au XXIe Siecle,AITIA,ENS EDITIONS,<0.1,0.1,<0.1,0.00,Q4,HISTORY|Q4|450/518,1775-4275,1775-4275,18,0,0,N/A,N/A,479/538
21528,Akroterion-Journal for the Classics in South Africa,AKROTERION,SUNJOURNALS,<0.1,0.1,<0.1,0.00,N/A,CLASSICS|N/A|N/A,0303-1896,2079-2883,36,0,0,N/A,N/A,N/A
21528,AKZENTE-ZEITSCHRIFT FUR LITERATUR,AKZENTE-Z LIT,CARL HANSER VERLAG,<0.1,<0.1,<0.1,0.00,N/A,LITERARY REVIEWS|N/A|N/A,0002-3957,N/A,8,0,0,N/A,N/A,N/A
21528,Amaltea-Revista de MitocrItica,AMALTEA,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",<0.1,0.1,<0.1,0.00,N/A,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A",1989-1709,1989-1709,9,6,6,N/A,13.2,N/A
21528,AMERICAN POETRY REVIEW,AM POETRY REV,OLD CITY PUBLISHING INC,<0.1,0.1,<0.1,0.00,N/A,POETRY|N/A|N/A,0360-3709,2162-4984,58,5,7,N/A,23.3,N/A
